Emotion,Text
sadness,deudeuh teuing anaking jimat awaking keun nu atos janten buktos nu lepat sing bisa tobat mun jauh atuh ulah loba ngeluh ibadahan ku kasaean
anger,ngomong naon ieu anying sok intelek
fear,astagfirulloh kok jd sieun nempo bulan asa kiamat murinding kuduk
anger,si uyunk gblog taii najis ajeg moal nga band deui jeung si eta anjing pisan si eta gagal total ijid aing
sadness,hate mh ngajerit tp da cukup ku ngajerit hate
fear,aing dihareup tablo eta aing lumpat gara2 ngadenge sirine tadi
anger,kadenge ngagogoreng indung hareupeun aing d galey sia ku aing 
joy,urang geus bagja boga babaturan siga ddnya jd tong menta leuwihnya 
anger,goblog eta jelma mun deukeut kepret ku aing
sadness,teuing atuh ayeuna abdi ngan tiasa tarik ambekan mikir perkawis anu positip tacan keneh sanggem kaayaan sepertos ieu anu midamel abdi gelisah sarta hanjelu sadaya barobah kaayaan hiji teu aya jalmi anu tiasa teurang kaayaan kuring
anger,awewena deui belegug pd dtang ka dukun botak jg daek d kitu iy jiji jijiiii tablo
joy,gue sebenarnya gak mau berkomentar pada kalian berdua karena tabu tapi aing teu bisa nahan hayang seuri ngabarakatak bahahhahahahaha 
joy,alhamdulillah sehat baca status na tambih sehat da seuri ngabarakatak hahaahah
anger,eta si kehed abu janda teh ning urg sunda rido aing aya urg sunda nu kitu patut najis
anger,sia boga kalakuan goreng ka batur acan aya babales na nya ka sia sok dagoan siah karma ayeuna salamet tapi jaga sia pasti boga turunan
anger,pelatih wani manajemen ngejedog keneh laina di dukung apa kummaha asa meningan si gw meski goblog tapi maneh na bebeakan ngabela tim jeung supporter na didieu mah kalem weh ngudud bari cing calengir bagong di caffe
joy,ampun kang ieu keur taruang sakeluarga taramplok sangu na piring nyakakak ningali michael jordan
fear,sok sarieun abdi mah ningal tingkah awewe kota mah 
fear,hariwang nempo persipura fullteam bismillah weh susuganan bisa meunang
fear,peuting tadi kuring ngimpi ngeunaan aki kuring tapi waktosna ta pikasieuneun urang angkat ka leuweung saurna urang ampir nyampe ka tujuan pas nyampe kuring ngajerit jeung ceurik
sadness,di imah sarap sia goblog lain nga jedog malah nararongki rujit aing nempona ge di bejaan alus malah nya kumaha aing atuh neng hirup hirup aing enyaa a hidup sia tapi mun sia maot gara gara korona ge kabeh ripuh kehed meuni teu ngarti ngarti sedih aing
fear,duh gusti asa hariwang teu tiasa na2on mung saukur cicing asa ku nyeriiiii 
sadness,ihh ni saredih ningali kidz now di tribun kalakuan na teh geus aneh2 perlu edukasi tingkat dewa ieu mah karunya zaman
fear,duh jadi sarieun kieu aa sieun ke nudipilih pekteh akhlaqna janten robih sabab nudipilihteh jalmi sok inggis keuna ku owah gingsir
sadness,taun asa sararedih kieu bade boboran teh bakal sono ka sasih romdon mugia urang sadaya tiasa pendak sareng romdon payun
sadness,asa sararedih ningal stadion jayaraga aya nu ngarusak
anger,lamun deuk ngruskeun hirup aing kagok sakalian atuh biayaan aing bere pasilitas ngan saukur ngahuntu hungkul goblog
sadness,jims tong babay2 an atuh lah menii saredih
sadness,aman di dinya sep asa sono balik anjir ngan maca berita eta inget oge ka indung
sadness,mana teuing eta indungna keur mah ditaranjangan ditalian geus atuh anying karunya anak batur meuni pereum benta kitu eta 
anger,paduli lah aing mah mantan pdkt an sia ges kolot sagede kmh ge wani aing mah di galey ku aing masing badag ge anjing
joy,alhamdulillah nasi goreng seafood plus bumbu pulitiknya hatur nuhun gusti alloh 
anger,tong sok balaga hayang di kepret ku aing buktikeun
sadness,ya allah sukma rasa jisim abdi pang tenangkeun deui ieu hate sing di tebihkeun ti para istri nusok pura pura bogoh padahalmah ngan karunya hungkul ieu hate asa rajet teu aya hargaan deui ya allah
anger,pereup ateul hayang neungeul
anger,anjir bgt mnh bighit hayang digaplok ku urg oge naha te mere nyaho tiheula pan aing jantungan dek sare teh mnh mah eweuh gawe anjir
fear,gustii matak ngajerit diri lembur teh asa keueung sore 17 23 sebelum hujan mengguyur lebat savesmd tadi
joy,meuni bungah boga batur jago sunda i lop you teu eureun2
sadness,pasrah waelah da tos tiasa di kukumahakeun
sadness,nyeri hate pisan kabeh nyudutkeun persib kabeh ngahina bobotoh ya allah kieu geningan rasana nyeri hate the padahal persib keur aya di puncak klasemen
joy,duh meni asa genah pisan ieu manah teh bungah kacida alhamdulillah 
sadness,nonton impian di trans tv subhanallah cai soca ka tahan
sadness,naha sih mak meuni leuleus kitu ih karunya teuing
joy,ya ikutlah hak kami atuh nyebut goreng patut tapi ari juara mah kami ge bungah kacida soalnya goreng patutna leungit ku kabungan kusabab persib juara tea wkwkwk
anger,kajian kajian beunget sia hurung 
fear,di jln mblnya tadi ngerem sendiri ivaaaa serem deh ngadegdeg
joy,waduh urang sunda pami kempel balagonjakan ya allah alhamdulillah tiasa seuri mugia janten barokah sareng nambih babarayaan aamiin
sadness,teu wasa ninggal foto sareng video sing curucud weee ieu cipanon 
sadness,dina tempat ikhlas tapi masih teu wasa ningal fotona wilujeng kantun bageur sing ditempatkeun anu sakuduna
fear,sieun di padasuka ada yg odp cenah untung aku anaknya betah bgt dirumah
joy,alian pernah manggih duit tina pesak calana nu geus lila aing bieu men manggih majuta ni asa bagja euy aslina
fear,ngeri kitu om mudah2 an diurang mah teu nepi kitu 
joy,ya allah gawe meuni bahagia pisan mah aya nu perhatian thank god ayeuna
fear,aslina sob nu kamari bikin ngabirigidig lalajona g
joy,mulai ajig pikaserieun ieu
sadness,hawa peting nu sepi jemlping sora dangdaunan anu ting hariuk ka tebak angin ditambah ku sora jangkrik anu r ang disarada ngiring maturan ieu hat nu keur tunggara mudah2an urang sadayana aya dina lindungan anjeuna aminn
fear,sieun nempo persib sieun eleh deui
joy,hayang seri teu kuat nyeuri kulit beuteng ka mang adeung sing di panjangkeun umur na nya aminnnnn is tong kitu
anger,ruwet ruwet lah kos babangus na bacot na euweuh nu bisa di cekel
sadness,pernah deukeut nepi ka geugeut nu akhirna jadi raheut ugh
anger,anjing mahal pisan goblog na teh aing padahal antrian hiji disorobot wae ka nu nembak tungtung na jadi nomor 73 bayangkeun ku sia perhari sabaraha tah ti nu nembak
joy,aslm alaikum sampurasun pak wali kalintang bingah ningal pupuhu nyontoan ngamumule budaya sunda nepangkeun ti sim kuring
fear,apa kabar ciamis sedi aku tu cape kudu ameng na ka tasik bumi caket alun2 ge jam 10 asa keueung tiiseun
anger,piceun lah striker teh maen teh siga nu niat ongkoh king ai cokor kokoredeun pinafsueun kehed
sadness,taun duka kunaon ieu cai soca liren liren ngucur dina shalat ied boboran ieu asa seeur lalampah anu awon teh hampura samudaya kalepatan
sadness,asa hyg cerik asa hyg die untung ngan saukur asa hyg
joy,aya ku nikmat nyak enjing2 hujan ngopi sarapan roti bari ngupingkeun lagu lawas jadul asa emut keur ngora kapungkur
fear,suara nak serem teteh jadi sieun ngadenge na
sadness,ni karunya teuing eta si neng sing sabar neng da moal lecet saukur ngantosan dugi ka sasih boboran 
anger,tetangga aing teh naha sih arolo olo pisan udah tau gang kecil buntu trs belok2nya susah masih aja nyuruh driver gofood grabfood nganterin ampe dalem gang sia teh pamalesan pisan anying cokot atuh kahareup gang watir driverna puputeran titatadi
fear,dr kemaren ngored rumput liar sekitar pondok sieun positif
sadness,abdi mah sok sararedih lamun ningali batur ngangge acuk anyar abdi mah teu gaduh acuk lebaran
sadness,ieu kuring naha di chelsea janten hanjelu gara gara parantos teu aya fabregas
sadness,ningali na jadi sedih min inget ka rerencangan kapungkur pagawean teh ngaliwet sisi wahangan kaleresan kuring urg lembur ayena tos pada karolot kie neangan hirup masing tos langkung 20 thn parendak
joy,hahahaha hahahaha hahahaha duh ari ngadarongeng teh ni heboh kieu yeuh matak nyakakak sorangan untung teu di sebut ebel yeuh
joy,nuhun ieu ngeunah engke seuri untung lain seperti kemarin pahili jeung noah
joy,bagja tur bingah ningali sareng mirasana gaduh dulur anu laluhur kupangkat srg elmuna sae sikap paripolahna soleh akhlaqna tiasa abdi kitu 
anger,matakna jd perempuan jgn bodoh atu rek naon ngadatangan si botak beuuuhhh anti galau mah sholat sing kereup dodol
fear,teu sempet foto sieun langsunh uih wae ya ampun teu puguh balanja ge asa karek masuk jiga nu uang kaget langsung kaluar deui ngeri ath 
sadness,sok nyurucud cai mata pami tos nonton jika aku menjadi mah wios ah nangis ge da manusiawi
sadness,asa peurih batin teh dina tv ningali mantan geus boga budak sok cirambay cai panon lamun ningali bcl mangku budak duh gusti peurihhh
joy,sono sonten ieu turaes meni merdu tur panas na sa alhamdulillah
anger,rungsing kieu ungat jelema dki dan jabar coret mah anying pinapsueun kabeh sue 
fear,jalan menuju cigunung moal di omean kitu nya meuni palaur kitu
sadness,dilembur mah mending lockdown ge boga keneh beas jeung aya nu nyangu karunya wae nu di perantauan mudik dilarang warung tarutup gawe libur teu digajih dibere dahar ku pamarentah henteu
fear,bieu kang ngalangkung keueung pisan
fear,asa linglung asa keueung asa nineung asa asa w lahhh 
anger,preman naon oge ku aing moal di tarajean kira ngaganggu ka aing di leyek ku aing mah
joy,hatur nuhun gusti nu tos seueur maparin kurnia dina hirup abdi namung hapunten abdi sok sering ngarasula 
sadness,raga pajauh ragrag kecap silih asuh hayang wawuh batin ngoceak aya rasa sono nu nga dodoho tapi kahalang ego nu akhirna perang jeung kamunafikan
joy,hujan ngaririncik ka dapur hudang sare bus ningali kolot jeung dulur keur siduru bari ngulub hui jeung sampeu ka ayaan nu matak endah ka bina bina lain bungah ku harta tapi bungah ku kawaasan hirup nu sa ayana
fear,gobs muringkak aing
joy,nuhun ieu abi nyakakak tos lami diperantauan mendak basa ieu nembe
sadness,sedih kieu ayeuna ningali launching persib 2taun katukang ai persib teh nu saha persib gede pedah saha tanpa bobotoh maneh segede
sadness,kanyaah indung mh laus barudak moal aya batasna matak mareneh sing balageur nya gs eweuh indung mh karasa ku abdi g teu aya pamuntang jenk tempat pambalikan
joy,nyi cenah ayeuna teh tepang taun nya aduuh meuni bungah euy anu happy bday sing bageur seueur rezeki sareng pnjng umur nya
sadness,allahuakbar kecelakaan depan mata deudeuh teuing neng pke motor kesenggol mobil depan hotel bananainn setiabudi
fear,sumpah serem ninggal mah
anger,boikot lah tuman meh karasaeun ku manajemen 
anger,tong babangus lah sia kadieu buru
sadness,deudeuh jang mugia kagentosan
sadness,mah mamah ka mega kudu kuat mamah kudu sembuh pokokna mah mega yakin mamah karunya pan jeng ka mimiy hayu mamah gugah arurang masih butuh mamah
joy,dina sesa sampurasun nuhun gusti ngagugahkeun abdi sadayana dugikeun tiasa keneh netepkeun diri nyembah ka anjeun mugia kersa maparin kahirupan anu pinuh ku ginanjar kawilujengan umur abdi sadayana aamiin rampees
sadness,ah ajig hayang leweh bisa indit ka drums day aaaah hayang ceurik
anger,bosen hirup jigana mh loba gaya pisan jeung teu di helm teu boga pikiran jiga bangsat nu di udag wae mun cilaka mh nu hariwang kolotna ngabiayaan kamana atuh boss cik atuh mikir da lain budak
fear,grgr corona gw jd rada males buka twitter iyasih cpt bgt dpt info baru tp atuhlah lieur aing ningalian corona corona corona jd sieun
fear,nyak matak sieun gung hoyong dateng sieun da naon ka zona merah
fear,rek nagih hutang meuni sieun kieu wkkwkwkw memang
anger,isuk nareangan pinafsueun wae ge aranjing teh
sadness,wasa ninggal ade damang teh
sadness,sedih kieu nempona panjang umur barokah selalu sing aya rezekina seluruh pejuang nafkah
anger,lamun sia jalu engges di galey ku aing mah demi tah ngan ngahargaan we aing mah sia awewe 
fear,hmmm keeng kieu neng mun kadinya the
anger,sok geura leungit atuh sia teh corona matak gelo yeuh aing unggal poe gogoleran
anger,sia ngomong teu ngaca heula ton emg gagasan sia naon nyinyir wae beunget sia mah kos sia rek jadi wakil rakyat amit amit
anger,pura pura menta hampura sing mwl ngahampura maneh siah anjing nepi ka iraha ge nepika aing modar ge aing mwl ngahampura sia
joy,sok atoh mun status di like ku nu gareulis hahaha padahal mah da ngaruh naon ngelike hungkul mah
anger,siaaaaa anying kesel pisan aing ke sia bengeut seseuh ah meni cape anying
sadness,nepi mun inget indung kadang sok cirambay sorangan pupuguh kaduhung emg sok paneuri ayeuna matak nu boga kneh indung heg sing enya2 birul walidhain
joy,alhamdullilah air asia tos kapendak subhanallah nuhun gusti
sadness,nya ge urng can soleh urng nyieun raheut maneh npi ka leweh najan urng belang betong kneh kna solat urng ngjak maneh knu maksiat
fear,teu bisa ngomong da sieun jadi weh ngabirigidig
joy,baheula min seueur tokoh sareung pupuhu anu ahli di tiap daerah kana bahasa deungeun cobi di sumpingan sok atoh jeung someah kolot mah meun nyalurkeun elmu ka budak ngora
fear,moal beja2 ke ma laa manii sieun ngadenge na ge 
anger,geus ma sok kasep miskin mun eweuh modal ma tong ngedate atuh bangsat ai sia kasep kitu gembel heeuh ai sia belegug jancok
sadness,kiat nahan cai soca ninggal foto aki
fear,meni sararieun gt ya udah corona skrg dbd juga lg usum
anger,siaaaaa ka indung aing nyipok kadek kuaing siah
sadness,nyabaran diri w rumaos jalmi gaduh ya allah meni gs asa kmha ieu hate hyg ceurik ngajerit
fear,asa melang asa nineung asa teu karasana kabeulit kunu teu ngajirim seseblakan ngarasakeun kareuwas
anger,saria teh cicing atuh diimah keur pandemi kieu
sadness,di dua deudeuh teuing jang sing seueur nu meser na nya jang keun sing ka capai cita2 na amin
sadness,innalillahi wainna ilaihi roojiuun deudeuh teuing jang
anger,aing sieun ku aing kepret oge teroris anjritt
joy,bulan bentang endah na mere ka bungah liwat caangna duh dunya tengtrem na
fear,sereum pisan atuh siliwangi mah kajeun ngalewat jalak jam sakieu keur itu pati keeung siliwangi mah eduns
sadness,ku tirisna oge tos walakaya mugia sareng banjirna ka dulur di lembur ka baraya di kota
anger,paling rudet geus ningali babaturan sinchan manyun hayang neungeul 
anger,di caffe pelatih geus wani manajemen ngejedog keneh laina di dukung apa kummaha asa meningan si gw meski goblog tapi maneh na bebeakan ngabela tim jeung supporter na didieu mah kalem weh ngudud bari cing calengir bagong
anger,kurang ngajedog sia anying teu menang dicarek pisan sia teh koplok 
fear,bade kamana atuh aang teh meuni sok luluasan keung 
sadness,bray jirim anjeun ngarongheap dipasieup ayeuna imut nu ngaruntagkeun jajantung sajongjongan lelembutan kasirep teuteup nu weleh meungkeut kuring sumerah walakaya jadi tawanan nepi ka
joy,waduh urang sunda pami kempel balagonjakan wae ya allah alhamdulillah tiasa seuri mugia janten barokah sareng nambih babarayaan aamiin 
fear,najan duit di berean wae ge tapi mun rek barang beli ijin hela ka salaki teh wani urang mah
anger,nu sagala aya nu sagala boga ulah sok balaga inget nu aya di dunia ngan sakur sementara nu hiji masa bakal sirna mikir goblog 
sadness,deudeuh jang sing seueur nu meser na nya jang di dua keun sing ka capai cita2 na amin
sadness,peuting ketika aya nu jadi pengukuhan teh asa kumaha karunya ka perjuangan na pas pelatihan nu bebeakan di hantem tiditu tidieu tengah
sadness,sok sedih nyurucud cai panon ningali awewe anu jadi ibu ibu digarawe bari dinu beus teh sarare nunutan isuk keneh geus ningalkeun budak nu kudu na di urus di mandian di huapan
sadness,dugi ayeuna ka danget kameumeut angger montel dina rasa akang teu walakaya nyingkahannana
anger,ngajedog sia anying teu menang dicarek pisan sia teh koplok
joy,allhamdulillah jalmi anu sasarengan sareng abi ayeuna ageung kasabaran seer ngelehan hnt egois hnt ngutamakeun hobby hnt cuek ajeuna bisa sabar tina sagala tingkah abi anu awon sarrng bbudakeun
sadness,ajig ieu ci panon teu ereun2 ngurucud
fear,mah ayeuna sarieun pisan rek nakal teh tos cararaket nu ghoibna
fear,asa hariwang kiyeu nyuak macaan berita mudah mudahan urang urang dipaparin kasehatan
joy,udud ngeunah pisan ya allah
anger,sok geura lamun ngomongkeun aing teh ulah ditukangeun aing laahh diharepeun komuk aing wee ambeh langsung didagor kuaing 
sadness,subhanallah butut na si konate ge asa tega pisan teu inget bareto sok jumaahan bareng di gateway
anger,goblog awewe teh bisaan ngelakna ih anjing ijid demi allah ges aya bukti angger we teu ngaku keneh
sadness,titi mangsa tina rumasa kedal hate pangjajap rasa kedal ati nyuuh ka gusti sjud raga ka nu kwasa dunya caang lir ibarat berang rasa hariwang moal kasorang waruga taya nu boga tulang iga taya pangawasa iwal ti gusti nu maha suci simkuring seja sumerah diri
sadness,slina mangkoms clak ci panon bisa d tahan
joy,jenaaatt persib juara tuh dieu geura nuhun gusti nu agung kieu jalana anjeun nu kawasa alhamdulillah nuhun gusti alpatihah
fear,punten pareum listrikna ulah lami nya plis keueung nuju nurut anjuran pemerintah di cisaranten kulon
joy,bieu alian manggih duit tina pesak calana nu geus lila aing men manggih majuta ni asa bagja euy aslina
joy,geus aya anu nganteran kupat tahu ari ka jalmi soleh tur kasep mah timana weh rizki mah nuhun gusti isuk isuk
sadness,nyurucud cai panon coba kabeh walikota jeung bupati kawas kieu te kudu loba ngomong atawa nungguan media 
sadness,enya ge urang seri da anger jero manah mh ngoceak ngaraskeun kanyeri 
sadness,kadang jadi awewe teh lelah lelah menipu awewe penipu mereka sok pura2 bagja padahal hatena nalangsa
fear,jam 2 am nih jgn kedap kedipin lampu jd asa hariwang 
joy,geusan ah rek ninyuh kopi heula hatur nuhun yah semoga kalian asup surga ngeunah seuri 
joy,bismillah ya allah di dinteun jumat anu barokah ieu abi bungah sadayana elemen bobotoh ayeuna bade ngahiji pikeun persib mugia jeung abi yakin persib musim juara deui aamiin
fear,ka tukang pisan sin bakat ku sieun urang lumpat es
anger,tapi chat aing naha ayena di read hungkul kehed
sadness,pejuang nyari tempat magang ke jakarta tapi di phpin wkwk pulang teu boga duit bulan puasa waraas saredih
fear,anjing eta nu paeh main komp serem aing ga akan begadang 2poe full ah sieun kajadian sarua pisan kronologina jeung aing
fear,ajig doa na ni serem kieu leuwih serem ti budak dejek nu babaledogan kamari
fear,odp covid19 udh ads tmpt kosan aku ih sieun pgn di ciwaruga balik nguli tp takut
anger,di rumah sekarang dah puasa full tapi sedih anying da gara2 si corona romadon teh sepi we ah kieu romadon di imah kahayang aing mah siateh corona goblog
sadness,duh gusti bagja kacipta nalika raga ngaraba takwa lain beja lain carita cai soca ngeclak emut kana dosa
sadness,ai keur dahar ngeunah teh sok inget ka budak sok inget ka kolot sok inget ka adi 
joy,hirup teh asa bagja heh saha aing
sadness,kadang mah ngerasa teu kuat gusti pasrah we lah kumaha ge aya nu ngatur mugia tiasa iklas we ayeuna mah
joy,masyallah kacida bungah na uing ningali nu kie
joy,selalu ada tawa gnah seuri nuhun gusti ngakak so hard
fear,lur asa hariwang jeung rada galau yeuh nempo komposisi pemaen asing persib tong wengi nepi meuli ucing di jero karung
joy,nuhun gusti nuhun mamah nuhun papah dipasihan rezky langkung ti sakiye
anger,nya marukana kudu kumaha kehed sia teh weh erek digeder indit subuh nyikreuh terus ngojay mah goblog cik atuh boga uteuk teh dipake mikir
joy,sigana barudak kumpeni keur ngagakgak ningali kalakuwan urang 2an kang
anger,uang aing uang aing centang sia kuaing kenal ge menteu bahasa geus make uang aing teusopan
anger,di imah tah ya coba mikir yg masi bisa bisanya nongki otak sia dimarana anjg ngarti pisan cik tingali goblog ku saria tong ngarasa masi muda sehat padahal mah kan gatau maneh matak ripuhh kehed ges saria cicing kehed teh tos kena imbas weh ka nu kolot ibu bapa kakek nenek matak ripuhh kehed ges saria cicing di imah kehed
sadness,pasrah waelah da teu tiasa di kukumahakeun
joy,tah eta kang kitu gening hawatos na ibu na rrencangan ge teu tadi damel deui kang alhamdulillah na tiasa ngajait alhamdulillah pesenan masker aya ti abdi 600 losin nembe rengse
joy,asli hahaha sok atoh aya nu mantuan da yumni ira ge sok marantuan
fear,angin naaa meuni ageung duh sok palaur ari kieu th mangkaning imah nu dicicingan ku uing mah dikurilingan ku tatangkalaan
joy,asa meni atoh ningali barudak sma waraduk kampungan mamawa motor meliuk liuk bari bawa bendera ga jelas dr depan kantor pajak kiaracondong aipekteh disenteg ku tni di hareupeun k 24 
sadness,di malang tong sare atuh coba weh yoga atawa zumba di imah sugan weh cageur duh balik ka imah enak euy urang ka lockdown meuni sedih didieu
anger,pisan saban taun nu dimasalahkeun ngan ngucapkeun natal hungkul masia rek ngucapkeun rek nteu ge bacot pisan
sadness,kanyaah indung mh laus barudak moal aya batasna matak mareneh sing balageur nya gs eweuh indung mh karasa ku abdi g aya pamuntang jenk tempat pambalikan
sadness,ayeuna sedih kieu ningali launching persib 2taun katukang ai persib teh nu saha persib gede pedah saha tanpa bobotoh maneh moal segede
fear,okelah mati lampu gapapa tapi jangan mendung lah keeung pisan ya allah
anger,punya temen kok ga ad akhlak na sholat subuh bangsat nge bokep sia teh gelo pisan
fear,mah hayang ngadongeng jurig tapi bakating ku serem eta dongeng kami nu ek nyaritakeun na ge jadi sieun muringkak teu jadi weh
joy,dina samak bari ngupingkeun lgu salambar pas pisan heu rt cinggir panas2 goreng pisang nikmat dgn kecapi suling pas
fear,keeng ngadenge lengser wengi na
fear,asa hariwang di bandung nempo alam dunya kiwari geus hujan deui wae sebagian wilayah nju ka banjiran
joy,tah eta seer bersyukur anu penting hahahaha tos ah mening heurey enak nich pagi pagi udh babarakatakan
sadness,teuing har aing mah sedih ka maneh duaan awalna tapi teu nanaon sugan jodoh maneh engke leuwih baik tetap semangat nya ngan plis aing teh galike pas si alika ngabaran ngan saukur ngomong aing hamil plis eta nyeredet
anger,saha nu hayang kuliah saha nu riweuhna bangsat pisan lah leuheung mun ngartikn jng kabutuhan kuliah teh naon wae bangsat kabeh lah anjing nu teu nyaho nanaon kalah pipilueun bangsat teh anjing pisan lah kabeh
joy,tah eta kang kitu gening hawatos na ibu na rrencangan ge teu damel deui kang alhamdulillah na tiasa ngajait alhamdulillah pesenan masker aya wae tadi ti abdi 600 losin nembe rengse
anger,ari jadi jelma sok balaga bisi teu boga baraya
anger,bleguk kehed sia cicing wae anjing
fear,beja2 ke ma laa manii sieun ngadenge na ge
joy,haturnuhun ang tos merhatoskeun para distrik mugia ieu karompak sareng te silih pagedrug antar distrik taun
anger,baso malang didagoin ti kamari teu dateng2 anying ayeuna ker eweuh duid mah malah datang anying si emang teh goblog embung duid anying cik atuh kamari pas aya duit goblog pasti aing beli anying dasar goblog sia anying hilih dasar anying goblog pisan 
joy,meuni bingah uy manchester united menang teh keur mah calik dipuncak klasemen ditambih gaduh pertandingan sisa 
sadness,sedih banget ya alloh karunya teu aya nu jajan sing sehat selalu mang lancar terus rezekina amin
fear,bapaaak hampura neng bapaaak neng asa keueung kieu bapaaaak teu aya pakumaha 
fear,ngadegdeg sieun barca eleh
sadness,hate mh ngajerit tp da teu cukup ku ngajerit hate
sadness,nungguan 4 ujungna kieu saredih kieu gusti kalian mun dikieukeun bakal taun sedih euy
joy,nuhun pisan ka nu nyieun euy aing ngabarakatak maca reply2na
sadness,asa sararedih kieu bade boboran teh bakal sono ka sasih romdon mugia urang sadaya tiasa pendak sareng romdon taun payun
joy,alhamdulillah meuni nikmat kieu raraseun th nuhun gusti masihan jlan nu sae 
sadness,nalangsa abdi nalangsa kedah kumaha
fear,serem kieu njirr meh naon sateh di gebugan maen gebugan
sadness,deudeuh jang ni eleh ku uwa uwa mah 4 jam ge sanggem knh
joy,htr nuhun steacanage a bingah pisan mugi dina wktosna cing lancar cing aya halangan cing berkah salamet cing di gampilkin milik rijkina
joy,yawlaa semoga tidak salah ambil keputusan nonton film ini dari awal seuseurian da urang mah komo part eta
fear,ngadangukeun ardan meuni pagojod antara sieun jeng embung ngadangukeun tp volume radio geus terlanjur tarik sieun anjir 
anger,gokar punteun buat yg masih pd nongkrong yg masih jalan2 gajelas punteun ieu mah ari sia goblog2 sih sia terpapar korona di luar nu ge di imah beunang cik karunya ka diri sorangan teh gobloggg cicing heula saminggu mah dripda cicing di r isolasi teu kaluar2 sateh
fear,anjis aslina jadi keeng kieu siga di hutan di sukajadi
joy,bagja boga butut bari meunang sorangan tibatan gableg hade tapi ti kolot harga diri atuh anjing
anger,aya dulur aing salah gaul ngabela malaysia mun ku aing kepret ke aing nu di kepret ku indung aing ah degulkeun we ku aing
anger,ceuk aings ge naon baelah da ges biasa dikieukeun mah dagoan babales ti gusti nu agung weh 
joy,alhamdulillah goal nuhun gusti allah nuhun zulham zamrun
sadness,engke teuing har aing mah sedih ka maneh duaan awalna tapi teu nanaon sugan jodoh maneh baik tetap semangat nya ngan plis aing teh galike pisan pas si alika ngabaran ngan saukur ngomong aing hamil plis eta nyeredet pisan
fear,di padasuka sieun ada yg odp cenah untung aku anaknya betah bgt dirumah
sadness,urang ges baheula kaleungitan dika nu nu resep ka agama sok cicing di musholah ngeclak ci panon kana sajadah
sadness,saredih kieu gusti janten anak rantau tiasa kamana2
anger,na ai sia meni legeg babangus teh tong sok asa aing uyah kidul ngomongkeun culture indonesia ngerakeun 
sadness,sedih ningali persib ayeuna gusti berkurangnya mah keras tp kitu2 keneh tos kabaca
sadness,teukaop live tweet imah almarhum teu kuat nyurucud wae cipanon mang ayi urg ti lokasi sedih kunu sejen asa teu kieu2 teuing
fear,naha nya abi mh sieun ngadanguna asa horor
sadness,ukur ngembeng cai soca teu wasa wakca balaka harita pisah jeung ema nu mulang ka alam baka
sadness,asa saredih ningali persib perlahan ditinggalkeun ku pamaen andelanna 
anger,nya sok dimimitian ku siya kehed mun teu bisa ku aing dibantuan 
joy,aya hiji deui wa iklan kerupuk iklan erna jaya nu di iklankeun ku bazit teh leuwih pikaserieun ajig tah buat uwa uwa nu hayang lalajo ku deek di bere link yutub na
joy,nikmat pisan serius euy
anger,modar siah brazil modar anjing setan siah modar babi
joy,akhirna usai weh kabeh aing mah ngan bisa jejeretean bungah ningali sia dapetkeun karma hahaha
sadness,mun ker kieu asa saredih ningali eta teh 
fear,asli ngarinding ngadenge lengser wengi
sadness,nyurudcud cai panon ningali filem india aduh emaaaaaaa 
sadness,di gateway subhanallah kacida butut na si konate ge asa tega pisan teu inget bareto sok jumaahan bareng
fear,alahsiah jadi gak ya ke sapar asa sieun bisi motorku melenyap soalny baru dimandiin
joy,meni niat pisan ieu mah nu nuju seueur kahoyong dugi kaditu kadieu ge dibebelaan asa inget basa eta pernah kitu oge jauh mela melu diturutkeun ari kr aya bageur na mah kacumponan oge nu dipikahoyong teh nya wareg nya bungah nyaah pisan pokona mah hehe
joy,atuh di mana aya subtitle kieu ngeunaheun macana jeung ngeunah seuri
sadness,ya allah liat org mninggal sok inget ka kolot hyang blik we da hyang ngrus kolot mmh hmpura
anger,naon sih maraneh teh goblog maju kadieu sia teh anying goblog wawanian sia kadek sia ku aing
fear,aya naon ieu meni sarieun kieu punten naros
joy,naha aing eureun ieu seuseurian nyak ningali pidio ngadoa neno
anger,tong loba babangus aisia
fear,kumaha nyaa asaa keder kieu yaallah
sadness,teuing har aing mah sedih ka maneh duaan awalna tapi teu nanaon sugan jodoh maneh engke baik tetap semangat nya ngan plis aing teh galike pisan pas si alika ngabaran ngan saukur ngomong aing hamil plis eta nyeredet pisan
fear,baru aja update tentang corona bener aja kan tuh di depok 2 orang udah positif sieun
fear,kunaon nya aingmah jadi sieun ku cucunguk komo nempo jurig mah tapi sieun nempo cucunguk anu geus jadi jurig
sadness,karunya nu jomblo aweuh tinggalieun di jalan lekas membaik bandung
fear,teu niat mreun jd marengan nana sahayuna ih anjir muringkak pang ulahna kyk gitu
anger,maen jeung hatena nuhun badag mas hariono24 manajemen goblog 
joy,bieu enbae loba hikmahna mah aslina nuhun gusti nuhun pisan
joy,hapal 1 juz juga alhamdulillah pisan pan bapana mah boro2
joy,bagja boga kolot kawas pun biang bu anis sareung pun rama pa asep
fear,serem siah ih kaki aku udah ngaderegdeg dicarekan
fear,wew meni sarieun di jalan paamprok sareng budak gengster seeur pisan aya mereun kanu 200 motor mah 
joy,aslina ih abi karek ngadenge sora si cepot hungkup ge geus babarakatakan kuatka peureus kadut
