Emotion,Text
anger,geus edan kitu ku aing mah lain saukur di tonjok dipodaran sakalian
anger,tah ya coba mikir yg masi bisa bisanya nongki otak sia dimarana anjg teu di imah ngarti cik tingali goblog ku saria tong ngarasa masi muda sehat padahal mah kan gatau maneh matak ripuhh kehed ges saria cicing kehed teh tos kena imbas weh ka nu kolot ibu bapa kakek nenek matak ripuhh kehed ges saria cicing di imah kehed
fear,sok palalaur maenya budak awewe resep k awewe mana sd ieu th herey ato benern budak nyieun status th asa hariwang
anger,eh monyet ngerakeun kaum lalaki wae sia buseeeeet dah sender plis dm aing dong aing hayang nyaho bengeut tangkurak si bangsat jieun emosi wae kaum hawa nya heran pisan kalakuan ngaleuwihan bangsat sia miskin nepi titah malikeun duit makan dieu ku aing ganti na babi teh
joy,hatur nuhun gusti hatur nuhun abah jeung umi ngajarkeun abdi raka sareng rai
sadness,ka batur kasaha kami mah didieu jauh pisan ka tatanga maklum gening nyai hirup handapeun gunung mah komo eta pas listrik aliran lain ka landeuh meser lilin hah da meni matak cape anu sedihmah pas bade ninyuh kopi gas ns seep duh meni handeueul
fear,kitu seteh yang urng mh sien mnh indit jng batur matak loba curiga
joy,geus aya anu nganteran kupat tahu ari ka jalmi soleh tur kasep mah timana weh rizki mah nuhun gusti isuk isuk
sadness,najan motor urang boyot ge watir ningali si bapa ngadorong motor da mun eta urang ge kudu ngadorong ti jabong ka palasari ciater mah mengok lur
anger,anying kesel bgt sumpah mun panggih di tonjok ku aing da
anger,goblog awewe teh bisaan ngelakna ih anjing ijid demi allah ges aya bukti oge angger we teu ngaku keneh
anger,meni rariweuh wae geuningan cik caricing sateh bisi di galey urut dina oli
sadness,ngan saukur tiasa nyaklakeun cai soca teu tiasa ningali jadilah penerus agama dan bangsa jagoanku ikmal
anger,siaaaaa anying kesel aing ke sia bengeut seseuh ah meni cape anying
anger,kajeun teuing paeh ku urang jawa dari pada d remhkeun mah ingkah pisan aing makh centang ku aing
joy,aslina ngeunah seuri ieu ge nuhun hiburan tadi na mah deuk ngajak ribut tatangga teu jadi gara2 ngeunah seuri
sadness,aselina nyurucud iyeu ci panon hariono emng lain pemaen nu boga skill atw insting goal nu tinggi tp manehna pemaen anu bisa ngayakinkeun urg najan sempet percaya ka manehna tp d bukti keun ku loyalitas jg totalitas d lapangan
anger,asa hayang neunggeul tdi ge mun ulah ku yaah k persib sing d denda 
anger,dititah ngajedog hese anying di imah
fear,kang ngalangkung bieu keueung pisan
anger,sok kehel aing mah emang maraneh bisa maen nya geus atuh maraen milu seleksi ka persib kaditu persib eleh keuheul aing ge tapi ngagogoreng da karasa atuh ai geus dilapangan mah kumaha ngarasa aing ge hesena dilapang kumaha naha meni kaleuleuwihan pisan asana teh
fear,geus ngalewat sasak di balikeun deui motor teh ka luhur da panasaran baturan ge sarua ningali lain urang hungkul ari pek geus eweuh nya ngabret atuh teu mikiran sieun tigebrus bakat ku sieun padahal eta lumayan notog jaba paroek jalan monteng mah
anger,anjing kirakira mantuan mah ngomong tatadi atuh setan wayah kieu karek males eweuh kuotaan galey ku aing gera anjing teh
fear,ajig doa na ni serem kieu kamari serem ti budak dejek nu babaledogan
anger,meni rariweuh wae geuningan cik caricing sateh bisi di galey dina oli urut 
fear,garut kota na dmna sih sarieun teu narurut titah caricing teh
joy,bungah jeng plong hate teh kacumponan muludan mah tinggal mayunan rajab mudah mudahan kengeng rezeky na
anger,sia tempokeun sia aing ketemu sia hayang bacok sia hayang ketemu sia blog ketemu jeung aing aing bacok sia modar siah hayang teu siah sieun pan siah kadieu mneh
fear,naha jadi loba begal siang2 anjir sararoak 
joy,hahahaha atoh kieu aing ti kamari nya susuganan weh ieu nu benerna mah nuhun gusti pasti berkah ramadhan ieu mah
joy,melihat reply nya sungguh ngeunah kana seuri sekali
anger,naon atuh anjng naon isuk keneh geus nyiar pinapsueun
joy,slina mang ngeunah seuri ieu mah lah
fear,odp covid19 udh ads tmpt kosan aku ih sieun pgn balik nguli tp takut di ciwaruga
fear,gobs ngadadak muringkak aing
joy,alhamdulillah sabenerna diluar dugaan edukasi tentang wabah covid 19 ternyata geus nepi ka pelosok matak teu aneh di masyarakat urang loba nu geus kabangun kasadaran na nerapkeun pola hirup sehat jeung mariilih cicing di imah jadi lain pedah kasieunan sih 
joy,hanyingg ngeunah seuri kiyeu maca boa edan dejan ps tisha
anger,biasana nu hese bebel daek cicing di imah teh rata lalaki siga nu kuat wae eta imun lamun geus geuring weh minta tulungan na ka awewe cing athu para lalaki ngajedok di imah ulah bikin ripuh
sadness,sumpahh om pee ngabatin ieu duh 
anger,anying jangar teu boga duit pisan lieur hayang mabok meuli ah
fear,sin bakat ku sieun urang lumpat es ka tukang
sadness,asa nyeredet kanu manah lamun aya nu ngomongkeun cinta teh teuing kunaon 
joy,dihaturkeun nuhun ka teteh anu diangir wargi twitter tiasa babarakatakan sasarengan nuhun pisan teteh nembe
fear,sarieun neng ningal na ge lalinu teu puguh 
joy,yaahh minimal boga bahan jang seuri nyakakak sore ini seger ieu bodor ti encib
fear,okelah mati lampu gapapa tapi jangan mendung lah keeung pisan ya allah
anger,modar siah brazil modar anjing setan siah modar babi
fear,cijahanya peuting pedalaman uka nganter ka imahna peuting keeung
sadness,anying ieu film di sctv nyieun hayang leweh hayang aya deui mamaaaaaaaahhhh di bandung
fear,rek barang beli mikir jero kieu sieun manjang si corona goblog
anger,ka mesjid biasana ge jumatan sateh goblog giliran dititah jumatan di imah pahela hela bagong siah
sadness,leres pisan kang orng sunda mah saromeah asa nyeredet kanu manah di sebut jabar garis keras sakelas prof otakna dangkal
sadness,di bandung ah hanjakal cicing ari kieu carana mah
fear,wani urang mah mun nga wa kitu sieun di ayun ku om
fear,ngeri oge wengi ngadenge lengser
sadness,demi allah ngucur cai panon ningali persib juara
fear,di pasar induk caringin pa nasib orang pasar kumaha sy icalan bandung tos seueur nu panik teu sakedik oge nu nyebar hoax pasar bade ditutup sementara teu paruguh kieu bade icalan sieun ku covid 19 teu icalan asa kitu pa
anger,naha sih jelema teh pinafsueun wae
joy,ningali kamu putus jeung kabogoh na nu goreng patut itu ibarat maehan balak 6 jeung balak 0 bungah pisan anjir aslina
fear,isukan daremo moal nya sarieun euy isukan bade kaluar sing aya nu ngajieun jalanan maceut jadina weuh sarangeuk tp na da kumaha nya mun gawe mah teu bisa deui di tinggalkeun
anger,unggal poe sok geura leungit atuh sia teh corona matak gelo yeuh aing gogoleran
fear,serem ningali nu keur ambek an teh sieun kena semprot 
sadness,setiap inget we pasti clak cai panon ayn mh gs bda wktu knyaahna gs bner2 lengit psan gs eweh jdi prcuma ngarep kenh g balik deui
sadness,nyeri hate nyeri badan jadi hayang ceurik
anger,ngaran weh mahasiswa islam sahanteuna teu islam islam teuing mah cik perilaku na siga mahasiswa atuh bro datang ngaruntah sugan di bersihan hanteu goblog pisan 
anger,sia aranjing jiga nu gs bener sakitu pernah ngalaman oge munafik blog
sadness,shock reuwas nyeri hate dadas kaget soak ah ythn sgla karasa meuni gini2 teuing kisah cinta 
joy,gaya eung nu cair mah beda asa sumbringah ktu
anger,viralin viralin bengeut sia anjing lah beunghar kakarak oge geus ngalunjak keun ku gusti allah hayang teh di cokot deui da babi ciga nu teu ngalaman kasusah sia sia susah mah harita ka saha mun lain ka keluarga aing
joy,hatur nuhun kanggo kapercayaan bingah ningali na teh melly ngumpul ngariung dibarisan akal
joy,ngarasa bingah gaduh pamimpin nu linuhung inovasi
anger,aing sieun ku aing kepret oge teroris anjritt
fear,eh kalem boss meni tarik kitu ngomongna jadi sarieun kieu ah ngaderegdeg kieu euy tuur
fear,eleuh jalanan bandung mun malem kieu meuni keeung pisan mana abis dr ngelayat lg hieee
sadness,asa saredih mang euy ngareri kayaan
anger,sorry kang abdi mah percaya ka hukum nu kieu patut hukum milik buruy kecebong nepi ka iraha oge rido sudi dilicikan hayang damai mun can jujur jeung adil akang kudu ngajak2 kabeh rakyat kudu sabalong jeung si abu janda embung geuleuh
joy,kumaha atuh ustadz jadi seuseurian sorangan tanggung jawab nyak ustadz pami abdi di sangki jalmi stress
anger,dear jelema anu hese dibejaan cik atuh anjir ngajedog weh di imah sateh tong nyiar nyiar panyakit kehed tong nambah gawean perawat rumah sakit anjir karunya sia nyaah ka awak sorangan hah ngajedog weh di imah lalajo india tah di antepe sinteron bawang bawangan
fear,tetap tenang padahal sieun nempo ombak matak malik ge
sadness,oh shyitt padahal urg rindu pisan suasana mudik panggih jeung dulur dulur ngabring ka ciamis nalangsa bray mun bener teh
anger,teu ngarti sia mah jadi preman teh
fear,aslina sob nu bikin ngabirigidig lalajona g kamari
fear,urang sok ngimpi nu geus maraot atau aya babaturan nu maot heg isukna sok kabeneran aya kabar duka sarieun anjir
sadness,mah mamah kudu kuat mamah kudu sembuh pokokna mah mega yakin mamah karunya pan ka mega jeng ka mimiy hayu mamah gugah arurang masih butuh mamah
sadness,sedih kieu ningali launching persib 2taun katukang ai persib teh nu saha persib gede pedah saha tanpa bobotoh maneh segede ayeuna
sadness,istighfar atuh pak teung teuingan meuni karunya ka rakyat
anger,naon sih maraneh teh maju kadieu sia teh anying wawanian sia kadek sia ku aing
anger,mikir atuh anjing jang bobotoh luar bandung oge jauh jauh hyg nyaksikeun macth ieuge malah ku brdk bandung di batikeunna sakitu mun saria away menta tulung tiketna kasaha urg selaku bobotoh nu di bandung ge kecewa kieumah anjeng pisan lah
joy,hahaha ajig nuhun ieu abi ngabarakatak
sadness,aslina ieu kr saredih rong mung tiasa ikhtiar sareng ngadoa we mudah2an di tangtayungan ku gusti allah
sadness,padahal geus teu walakaya haben weh dihajar kumaha respect jol aya nu nyeletuk nya da polisi ge cape tapi nu demo na rusuh wae resiko kehed da tigas na ngamankeun mengayomi lain memukuli mun embung narima resiko kitu tong jadi polisi jadi weh tukang ngaput
anger,sok hayang neunggeul jelema supat sepet teh
sadness,dina tempat ikhlas tapi masih teu wasa ningal fotona wilujeng kantun bageur mugia sing ditempatkeun anu sakuduna
anger,eh anying sia goblog masih pagi performa rusak anying gusti allah nu agung tah tingali sia anying goblog bagong jadi 66 dari 100 ah si tolol kalakuan siga dajjal apal aing ge sia loba duid tapi tong kitu anying kehed lah
sadness,ningali na jadi sedih min inget ka rerencangan pagawean teh ngaliwet sisi wahangan kaleresan kuring urg lembur ayena pada karolot kie neangan kapungkur hirup masing langkung 20 thn teu parendak
fear,sumpah sieun ieu diajakin di mesjid ni sarieun
sadness,innaalillaahi wainna ilaihi roojiuun mugi2 di paparin ka tabahan manahna di salametkeun jiwana sadayana sareng mugi sabar nampi kana musibah ieu
joy,ternyata aku berharap euy sama kamu apalagi dikasih harapan gini mah makin atoh hahaha
joy,nuhun ieu reply ngeunah seuri tibatan nyeri hulu
fear,punten pareum listrikna lami nya plis keueung nuju nurut anjuran pemerintah di cisaranten kulon
joy,bari ngupingkeun lgu salambar pas heu rt cinggir panas2 goreng pisang nikmat dgn kecapi suling pas dina samak
fear,murinding euy smoga msh panggih jeung ramadhan taun hareup
joy,opat hiji lurrr bungah kacida mamang poe yess ayeuna
sadness,teuing har aing mah engke sedih ka maneh duaan awalna tapi teu nanaon sugan jodoh maneh leuwih baik tetap semangat nya ngan plis aing teh galike pas si alika ngabaran ngan saukur ngomong aing hamil plis eta nyeredet
fear,dipiceun ke laut selatan mbung ah sieun ngadenge laut selatan mah 
fear,pas intro oke fine masih kuat walaupun agak takut pas intro beres jol lagu abditeh ayeuna bangsul auto muringkak eta mah te kuat sieun tp masih penasaran tp da sieun 
fear,ava maneh ganti ngadegdeg nempona ge
anger,viralin viralin bengeut sia anjing lah beunghar kakarak oge geus ngalunjak keun ku gusti allah hayang teh di cokot deui da babi ciga nu ngalaman wae kasusah sia sia susah mah ka saha mun lain ka keluarga aing harita
joy,mah geus ayeuna make sarung teh sok atoh naha nya embung weh muka sarung teh padahal geus di sunatan namah ti leutik keneh
sadness,teuing atuh abdi ngan tiasa tarik ambekan mikir perkawis anu positip wae tacan sanggem kaayaan sepertos ieu anu midamel abdi gelisah sarta hanjelu sadaya barobah kaayaan hiji teu aya jalmi anu tiasa teurang kaayaan kuring ayeuna
anger,tong tuturut munding sia ka aing bebel teh 
anger,der anjing garelut jeung aing
sadness,hate peurih asa raheut di turih manah asa ka panah urg ingkah lain teu nyaah hampura geus cape euy
joy,isuk ti resep macaan reply duh pikaserieun pisan hahaha adu bacot basa sunda x brazil
sadness,teu wasa ningal dunia kiwari poek ku akibat heurin ku sarakah mugia aya hidayah nu maha suci sangkan dunia caang ku welas jembar ku asih
fear,ga kebayang kl jadi penduduk di sekitar gunung merapi pasti sieun ngaderegdeg kl mau aman hrs ngungsi minimal 20 km
anger,jadi ieu teh gara gara sianya sia nyien ulah teh bajingan tong kitu gera hereyna teu lucu teu asup sumpah ngarti teu bangsat aing jadi teu bisa kamana mana gara gara sia anjing goblog sia bangsatttttt
joy,aduh mang ngenah seuri
joy,makasih mantan kamu terbaik membuat aku babarakatakan di jalan karna kalakuan umak
anger,naha nyieun pinapsueun nya
anger,si anjing mah diomongan teh kalah ngahereykeun
joy,naha aing eureun ieu seuseurian nyak ningali pidio ngadoa neno
anger,naon sih anying riweuh pisan si bagong sia pengangguran mun nyalahkeun pemerintah ayeuna nyalahkeun awewe insyaf sia teh zuma sia tah akhir zaman lainna neangan gawr kalahkah komen ig nyinyir deuih si anying guna sia hirup
sadness,hate anu tadi na bagja ayeuna jadi peurih teu walakaya ku luka ti sia
sadness,padahal geus teu walakaya haben weh dihajar kumaha dek respect jol aya nu nyeletuk nya da polisi ge cape tapi nu demo na rusuh resiko kehed da tigas na ngamankeun mengayomi lain memukuli mun embung narima resiko kitu tong jadi polisi jadi weh tukang ngaput
fear,serem tandaseru nya jadi ngabirigidig liatnya juga
anger,selama masih bisa ku omongan mah di omongan mun teu bisa ku aing buburak basecamp na tingali weh
joy,alhamdulillah cuaca na meuni sae ngadangu azan maghrib oge asa nu nikmat kieu ieu teh 
fear,can wani ah bisi tadi gagal euy ge ngadegdeg sieun jol pareum
sadness,kanyaah indung mh laus barudak moal aya batasna matak mareneh sing balageur nya gs eweuh indung mh karasa ku abdi g aya pamuntang jenk tempat pambalikan
fear,ti zona merah sieun ciga itali atuh ih pak jokowi tulungan tulungan karunya ridwan kamil gawe na mubajir loba teuing nu mudik
anger,ngeselin bre lila si kehed te pira surat kesehatan nungguan sajam gblg teh setan
sadness,manah anu raheut ngoceak maratan jagat manah anu peurih ngoceak maratan langit nalangsa anu ageungna
sadness,oh jadi gini kelakuan urang bebelaan ngadekem dikosan nahan balik ti jakarta ngarah teu jadi carrier tapi kalakuan maraneh kitu teu solider urang teu balik maneh balik karunya kolot di lembur rentan virus atuh gais cape lah ngomong jeung nu teu paduli ka tasik
sadness,ngeclak cai panon ragrag kahandap tempo nyieun kasalahan
anger,si anjg mah te isuk gableg kaera ges puguh teh puasa kalakah nyien piomongen goblog pisan
fear,asli siah urang mah teu wani nanya
joy,balik ti stadion langsung obor light dinner jeung kabogoh nuhun gusti malam minggu
anger,heh maneh nu bobogohan make duit kolot tong sok balaga ngaledek jomblo nu keur berusaha sukses wa euy 
sadness,slina mangkoms clak ci panon bisa d tahan
joy,ngadenge babaturan maju meuni ngarasa atoh
fear,punten ah kang jadi asa melang asa teu enak rarasaan
joy,nuhun gusti nuhun mamah nuhun papah mugia dipasihan rezky langkung ti sakiye
joy,si kamari pujaan hati membawa kejutan nga sms gitu meuni bungah hate teh
joy,haduh alhamdulillah meuni nikmat pisan geningnya curhat teh
joy,dbolak balikk kalakah ngagakgak abige aya kukituna
joy,alhamdulillah si om sehat etapi kalahkah seuri pas dibilang pd kangen di twitter
sadness,anjir aslina kaduhung pisan teu nurutan saranna 
fear,urang ge bakat ku sieun ek pindah imah 
anger,nyaho sia mun aing ambek sia ge bakal sangsar
anger,siaaaaa ka indung aing rek nyipok kadek kuaing siah
anger,babangus teh meuni ngeunah eta engke si mamang ge ka kepret ku sutet modyar
sadness,oh shyitt padahal urg rindu pisan suasana ka ciamis mudik panggih jeung dulur dulur ngabring nalangsa bray mun bener teh
sadness,dugika kiamat yahudi bakal ngadoreksakeun ka umat islam tapi ai ningali kieu wae mah gusti meuni nalangsa didieu kur bisa ngadoakeun 
anger,goblog awewe teh bisaan ngelakna ih anjing ijid demi allah ges aya bukti oge angger we ngaku keneh
joy,nuhun ieu obak dkk ngeunah seuri setelah sekian lama teu ulin jeung barudak sa rw jeung emang sorangan sakalina ulin ngeunah seuri hahahha
fear,malem eleuh jalanan bandung mun geus kieu meuni keeung mana abis dr ngelayat lg hieee
anger,aing teu sieun ku aing kepret teroris anjritt
fear,sok sarieun ai aya kemenkes onlen teh
sadness,ya allah meni waas sararedih ningal video pagelaran sareng de file perjuangan sareng kebersamaan pisan eta mah
fear,wengi asli ngarinding ngadenge lengser
anger,china eweh basa anjing hampura wae mah da menteu bagong teh lah nyusahken korona balik lewat mana siah anying sok
anger,maaf km sy ungpol wkwk ms mending g sy blok bangsat ngeselin pisan
anger,asa d usik ku sia sia panggih jeng aing sia d leyek ku aing 
sadness,harita ukur ngembeng cai soca teu wasa wakca balaka pisah jeung ema nu mulang ka alam baka
sadness,meuni sedih euy kang macana
joy,bagja boga kalian brooooo
anger,plis atulah corona geura musnah sia teh anjing goblog aing rek bimbingan kehed dasar virus goblog ih
anger,tungguan weh nder kamu sukses pasti hyg balik deui ke ge mun teu ngajak nikah pasti minjem duit lalaki bangsat bedul siah goblog euy
fear,dooh jadi sarieun kieu ningan nyebut bu nyebut buut buut buut kitu istighfar bu
sadness,ari kieu teh sok inget ka kolot lamun inget kolot sok baper
joy,alhamdulillah meuni nikmat kieu sorabi si emih purbaratu recommended sorabi pang ngeunah na saalam dunya y 
joy,abdi meuni bungah pisan poe iue
sadness,duh gusti hujan ku hujan na ath saat knh wae sumur teh ni sangsara ku cai 
fear,geus asup angin kieu tadi mh sieun bawaana ge ti mikirna ka corona kieu ajg
fear,bulu kuduk aing tegak berdiri sieun euy tapi daripada kepo engke 
sadness,dilembur mah mending lockdown ge boga keneh beas jeung aya nu nyangu karunya wae nu di perantauan mudik dilarang warung tarutup gawe libur teu digajih dibere dahar ku pamarentah henteu
anger,marukan keren kece kasep kitu tapi maneh mere harkos beunget sia luntur tah kabeh
anger,teu kudu loba ngahuntu tingali hasilna weh gblk 
anger,ngerakeun bandung sibangkong da jauh ti gorombolan geng gong kapanggih ku aing cacag
anger,naon aisia goblog gelo pisan sing bener atuh bagong teh eeuh anying kehed siamah ku aing rek diduruk eta heuncet maneh belegug pisan jd jelema teh koplok 
anger,sia goblog nu tiheula di cacag ku aing setan 
fear,tumben wayah kieu keneh macet ternyata di 24 banjir pareum listrik oge sarieun kieu ti sindanglaya
joy,asa raos lalampah liverpool kengeng mah nuhun gusti dinteun iyeu meni bungah pisan saat2 kabungah abi nuhun liverpool
fear,asa sarieun kieu dunia yg penuh sekat 
anger,eweuh 22nana di galey ku aing lah
anger,rek maneh ngomong sabaraha ratus oge aing mah rek paduli heeh paduli bagong 
joy,alhamdulillah nya teh adik udah gede bisa jadi superot siestem lanceknyah tea alhamdulillah pisan 
sadness,di bumi sok ujug2 asa sararedih asa waas tapi duka kunaon kadang2 lamun tos kieu teh uih heula ari mah asa diubaran
sadness,teuing atuh abdi ngan tiasa tarik ambekan mikir perkawis anu positip wae tacan sanggem kaayaan sepertos ieu anu midamel ayeuna abdi gelisah sarta hanjelu sadaya barobah kaayaan hiji teu aya jalmi anu tiasa teurang kaayaan kuring
joy,alhamdulillah meuni nikmat th karasana ai udud mam th adeuuhh syukuran ya allah
sadness,mani kuat nyurucud cai panon ningali si jalu ngagoak sing janten jalmi soleh jalu 
fear,mendekati lulus s1 asa jadi sieun
anger,beunget aing goreng karna allah beunget sia alus karna editan oge bangga anjing
fear,sumpah gw ngadegdeg sieun selift berdua sm tuh gorila pake acara nanya2 tuh
fear,ka hanteum ku truk ti tukang urg nempo budak ancur muriding
fear,aduh teteh sy mah teu mudik ieu sieun dicap odp
fear,udah 1285 aja yang positif urusan aing di hari hari kedepan gimana meni sarieun gini
sadness,asa sararedih ngadangu carita aya pengusaha muda sukses banung anu hilap ka pun ibuna sietana hirup mewah sementara ibu bumina we bochor
anger,pelatih geus wani manajemen ngejedog keneh laina di dukung apa kummaha asa meningan si gw meski tapi maneh na bebeakan ngabela tim jeung supporter na didieu mah kalem weh ngudud di caffe bari cing calengir bagong
sadness,mun diri abdi diparengkn dipasti ku gusti enjing pageto abdi sumerah tur ikhlas sahnteuna abdi tos t ngrsa pnarasan ku cita2 abdi tibaheula
joy,allhamdulillah hatur nuhun pisan the nya teh miadasmawati meuni bungah kawiwirang lgsg di waler ku teteh hehe 
sadness,asa hyg cerik asa hyg die untung ngan asa hyg
joy,ngomong2 ppu na ageung pisan skor na ih meuni bungah ayeuna
sadness,bari ngusapan tonggong si mamski teh teuing kunaon rarasaan teh nyaman ai geus diusapan ku si mamski teh nu asalna biasa wae jadi sok saredih aing loba kenangan di kamar eta foto foto alika puisi puisi aing ka kamar keur alika teu kuat aing ceurik deui di kamar
joy,aslina ih abi pernah karek ngadenge sora si cepot hungkup ge babarakatakan kuatka peureus kadut
sadness,bd cumarios ngagentraan wae nu d pikahoyong mangga teu langkung mung tiasa pasrah sumerah kanu ngagaduhanana
sadness,jims tong babay2 an atuh lah menii saredih
joy,aslina bingah pisan lihat c tteh udah berhijab
fear,hujana serem kieu euy tidak seperti biasanya
sadness,teu wasa ningal dunia kiwari poek ku akibat heurin ku sarakah aya hidayah nu maha suci sangkan dunia caang ku welas jembar ku asih
sadness,haaaa hampura abis prihatin beuki dieu beuki nambahan
joy,palebah onta nonggeng jeung jablay kolot nteu kuat ngabarakatak
anger,mikir atuh anjing jang bobotoh luar bandung oge jauh jauh hyg nyaksikeun macth ieuge malah ku brdk bandung keneh di batikeunna sakitu mun saria away menta tulung tiketna kasaha urg selaku bobotoh nu di bandung ge kecewa kieumah anjeng lah
fear,alahsiah jadi gak ya ke sapar asa sieun bisi motorku melenyap soalny baru dimandiin
joy,di tempat gawe teu kuat nyeuri kulit beuteung babarakatakan mana aing
joy,keur teu boga duit mah ningali tukang rongsok teh meni bungah 
anger,si goblog pokis teh ajig ka rakyat weh bisa tunggal teunggeul ai ka koruptor teu ditenggeulan ajig kuduna koruptor pas ott teunggeulan lah goblog
anger,loba cing cong miang susi sia china babi komunis anjink di die di dunia ngaraja sia teh ke di akherat alloh anu ngabalesna negara sia keturunan sia kena virus paraeh tinggal sia tunggu babales ti alloh tiada tuhan selain alloh
joy,di imah alhamdulillah sabenerna diluar dugaan edukasi tentang wabah covid 19 ternyata nepi ka pelosok matak teu aneh di masyarakat urang loba nu kabangun kasadaran na nerapkeun pola hirup sehat jeung mariilih cicing jadi lain pedah kasieunan sih
sadness,sedih anjir baheula hyg nu kieu neupi ceurik uo teu dipangmeulikeun keneh ku s momsky
anger,sangeunahna babangus teh teu nyaah pisan ka awak koplok
fear,mantak jadi meuli ge pin asa sieun nempo bumbu na
joy,teuing kunaoan tiap ningali video ieu asa hayang milu seuseurian meuni pulen kitu
anger,ke antep cenah moyok heula ke jadi ku aing di taplokeun kanu babangus na
fear,hujana keeng kieu sien banjir aduh
fear,ngaderegdeg sieun kanyahoan licik na cukimay lah
sadness,jam sakieu udud jeung cikopi bari ngahuleng jero sok asa jauh panineungan inget ka lembur ras inget ka kolot ka dulur2 inget ka babaturan2 jol curambay mata aya nu ngalaman siga kieu
fear,muriding ningali nu tabrakan
anger,anjing eta budak letik keneh wani ka awewe si aniing setan budak haram hungkul kesel
anger,baso malang didagoin ti teu dateng2 anying ayeuna ker eweuh duid mah malah datang anying si emang teh embung duid anying cik atuh kamari pas aya duit pasti aing beli kamari anying dasar sia anying hilih dasar anying pisan
sadness,aduh karunya kiyeu cs abi kabanjiran ka pabrik modol ge kedah
joy,bungah datang teu wasa balik mendak bagja nu teu ditampik syukur kengeng munajat ti gusti kempel sareng kulawargi 
fear,gusti nu agung meuni asa hariwang ari di senyumin ku lalaki th 
joy,ni ngeunah seuri ningalieun reply ieu hahaha
sadness,komo nahan sagala kasedih jauh ti kolot tapi da mereun ieu ge demi ayeuna nyumponan jalana hirup ieu pikeun bekeul abi ngalatih diri jadi pribadi mandiri mudah2an sagala peurihna janten bagja engkena
joy,alhamdulillah ngiring bingah ningal rerencangan sakola sma kang adang muhyidin berhasil menggapai impian mugia berkah salawasna dipaparin kalancaran amin ya rabbal alamii
sadness,sok sedih nyurucud cai panon ningali awewe anu jadi ibu ibu digarawe bari dinu beus teh sarare deui nunutan isuk keneh geus ningalkeun budak nu kudu na di urus di mandian di huapan
sadness,nungguan 4 ujungna kieu saredih kieu gusti kalian mun dikieukeun bakal sedih euy taun
fear,ayang balik betee sieun nempo kamar mayat 
sadness,ngoceak marapatan jagad teu kawasa narimakeunna te ku rido bulan madunya kuring teu kiat ngabayangkeunna
sadness,ikhlas tapi masih teu wasa ningal fotona wilujeng kantun bageur mugia sing ditempatkeun dina tempat anu sakuduna 
sadness,nyeuri hate demi alloh sedih ningali persib kieu wae 
fear,sugan teh jelema eta ngarti kana agama ari padahal mah preman meuni sieun ngadenge na
sadness,sedih nonton net tentang keluarga surprise surprise gitu uing jd ngeclak cai panon ngarasakeun uing ge kangen ka indung 
joy,bismillah ya allah di dinteun jumat anu barokah ieu abi bungah pisan sadayana elemen bobotoh bade ngahiji pikeun persib mugia jeung abi yakin persib musim ayeuna juara deui aamiin 
fear,asa hariwang liat yg pacaran di tl bukan karna sirik tapi da drama
joy,hatur nuhun gusti abdi tos dipaparin kasehatan sareng kanikmatan dina dinten ieu mugi anjeun salawasna nangtayungan abdi 
joy,hatur nuhun gusti hatur nuhun abah jeung umi parantos ngajarkeun abdi raka sareng rai
anger,bener mang naha nya teh lamun meli anu mahal teh ngaremeh ken padahal hesena anjing moal aya melaan sesuatu nepi ka bener2 kesang ka bool2 istilah na mah tapi batur mah ngaanggapna anjing s eta mah gampang menangken anu kitu mah beunget sia gampang
sadness,gara gara soal jadi sararedih kieu ajig bieu teh
anger,lukdan lokdon lukdan lokdon panon sia hiji ditengah anjing masa aing meuli udud 1 2 bgkus kawarung di tewak aparat ngke atuh alfa indo euweh ydud ketengan nyetok duitna dieu atuh aranjing
anger,engke yeeeh nya budak teh teu beunang pisan dibejaan geus heup geura uulinan na peperiheun kalah gering sateh nu balangsak teh lain sia hungkul bebel nepaan batur engke nyusahkeun sarerea kehed teh
joy,dulu mah nya nepi ka bosen aih ningali justin di tv teh eh ayeuna mah bungah mun ningali
joy,haturnuhun ang tos merhatoskeun deui para distrik ieu karompak deui sareng te silih pagedrug antar distrik taun
fear,ngungsi kamana awokok heeh ih corona jd sararieun
fear,astagfirulloh kok jd sieun nempo bulan asa rek kiamat murinding kuduk
fear,ai ngadangukeun nightmare side teh sok muringkak bulu irung euy
sadness,ninggali mamah uwih dagang ti pasar ujungberung meni sedih naha make jeung dtutup sgala tinggali supermarket meni buka dugi k wengi d lebet supermarket teu sadayana sembako hampura curhat da abi mh jalmi bodo jd bisana ukur ambeuk kbegung hungkul
anger,sia tempokeun sia aing ketemu sia hayang bacok sia hayang ketemu sia blog ketemu jeung aing aing bacok sia modar siah hayang siah sieun pan siah kadieu mneh
sadness,naha ya sok parada teu ngawaro mun urang ngajakkan temenan teh meni sedih mun promot di base sepi teh
sadness,tong sare atuh coba weh yoga atawa zumba di imah sugan weh cageur duh balik ka imah enak euy urang ka lockdown di malang meuni sedih didieu
fear,wah hari ini indonesia lawan palestina ya lawan anak2 sholeh euy asa takut kieu jeung doa eta barudaks 
anger,emosi aing budak sipil mana sih ipk sabaraha kepret ku aing 
anger,bedegong budak teh jadi hayang neunggeul
